rna_cell	G1.S	G2.M	AC_PCA	AC_PCA_MICE	OC_PCA	OC_PCA_MICE	stemness	Type_max	Type_max2	Tirosh_Type_PCA	Tirosh_Type_PCA2	Tirosh_Type_PCA_MICE	Tirosh_Type_PCA_MICE2	Sample	meth_cell
MGH135_P12_RNA_ofRRBS_5398.85_S85_L005_R1_001	-0.000473517	0.107200027	0.022558643	-0.02665005	0.392026554	0.518210365	0.142681108	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH135	MGH135_P12_G1_S4_L006.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.86_S86_L005_R1_001	0.099837179	0.036552271	-0.360863916	-0.372168733	0.318877789	0.438350787	0.109657197	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH135	MGH135_P12_G1_S4_L006.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.87_S87_L005_R1_001	-0.071623663	-0.169319174	-0.647740673	-0.862185937	0.595657944	0.753131389	-0.230774657	OC_PCA_MICE	OC	OC	OC	OC	OC	MGH135	MGH135_P12_G1_S4_L006.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.88_S88_L005_R1_001	0.024964597	-0.06426992	0.181776054	0.001909718	-0.065145919	-0.159487203	-0.073923415	AC_PCA	AC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH135	MGH135_P12_G1_S4_L006.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.89_S89_L005_R1_001	-0.002722115	-0.065535183	0.264708016	0.377552165	-0.114300063	-0.316673084	0.133866066	AC_PCA_MICE	AC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH135	MGH135_P12_G1_S4_L006.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.9_S9_L005_R1_001	0.343870746	0.208622235	0.017755262	-0.137727198	0.288713396	0.339221226	-0.050873435	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH135	MGH135_P12_A1_S1_L006.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.90_S90_L005_R1_001	-0.296504752	-0.278761453	1.682814522	2.005865764	-1.294452965	-1.750060665	0.20097697	AC_PCA_MICE	AC	AC	AC	AC	AC	MGH135	MGH135_P12_G1_S4_L006.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.91_S91_L005_R1_001	-0.164661099	-0.273559468	-0.690877794	-0.686491704	0.483783415	0.638112447	-0.139678859	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH135	MGH135_P12_G1_S4_L006.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.92_S92_L005_R1_001	0.438090059	-0.036246282	-0.873569187	-0.934120512	0.752533628	1.224742043	-0.456338247	OC_PCA_MICE	OC	OC	OC	OC	OC	MGH135	MGH135_P12_G1_S4_L006.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.93_S93_L005_R1_001	0.256245126	-0.06630461	1.172730928	1.318456853	-1.451244218	-1.845513165	0.266849942	AC_PCA_MICE	AC	AC	AC	AC	AC	MGH135	MGH135_P12_G1_S4_L006.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.94_S94_L005_R1_001	-0.002986938	-0.163985006	-0.507760672	-0.410355683	-0.057312337	0.021014565	0.186229683	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH135	MGH135_P12_G1_S4_L006.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.95_S95_L005_R1_001	-0.040387281	0.16061943	-0.021635848	0.032922343	0.20388373	0.371459552	-0.065030331	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH135	MGH135_P12_G1_S4_L006.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH135_P12_RNA_ofRRBS_5398.96_S96_L005_R1_001	-0.186145777	0.061311878	0.599798266	0.604725622	-1.006260536	-1.102227454	-0.164093344	AC_PCA_MICE	AC	AC	AC	AC	AC	MGH135	MGH135_P12_G1_S4_L006.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
